weights			sign			<n>			<n+ n->
44636.6			1			1.49599			0.496909
24436.1			1			1.3161			0.368416
8044.95			1			1.00708			0.150326
466616			1			1.31863			0.369172
424.124			1			1.49947			0.499686
8757.66			1			1.25064			0.310013
115540			1			1.00128			0.133011
105597			1			1.00049			0.121104
2.10101e+07			1			1.33878			0.390186
328.07			1			1.4428			0.460613
2.34383e+06			1			1.00693			0.126926
14106.5			1			1.02018			0.130558
2002.96			1			1.35068			0.383484
11271.8			1			1.49437			0.496446
4770.3			1			1.17457			0.248248
363.045			1			1.14924			0.247668
2088.31			1			1.49978			0.499836
656.275			1			1.49512			0.496821
340496			1			1.49949			0.499728
1551.31			1			1.49768			0.49817
182994			1			1.05204			0.16705
42.609			1			1.03346			0.157184
1.27481e+06			1			1.22434			0.298757
18335.5			1			1.49969			0.499775
3.71155e+06			1			1.14511			0.227613
200.692			1			1.01074			0.131653
21641.3			1			1.40132			0.427827
1410.33			1			1.49799			0.498871
560169			1			1.48669			0.489939
6440.13			1			1.29058			0.344972
4.87927e+07			1			1.00117			0.11012
11065.8			1			1.00054			0.115481
19550.6			1			1.00489			0.118542
4806.33			1			1.00069			0.137229
6.43231e+06			1			1.00166			0.110819
17.0904			1			1.00305			0.139001
142572			1			1.00331			0.129794
19750.5			1			1.00371			0.119831
86405.3			1			1.05557			0.164105
94.2847			1			1.06166			0.197432
6578.86			1			1.11272			0.236324
21086			1			1.49662			0.497793
6230.29			1			1.48088			0.486156
140185			1			1.49861			0.499128
125.618			1			1.48565			0.490276
7635.17			1			1.47282			0.479633
3207.62			1			1.4865			0.491074
3.93972e+08			1			1.0448			0.150289
3557.91			1			1.00558			0.135731
1616.88			1			1.1037			0.210306
13831.7			1			1.00215			0.121116
4.5087e+06			1			1.00072			0.123868
708.113			1			1.00107			0.132365
599079			1			1.0043			0.123737
117057			1			1.00084			0.105479
87158.3			1			1.04109			0.171032
8.00351e+06			1			1.00927			0.117315
7137.72			1			1.0017			0.127338
1.23536e+07			1			1.00422			0.115289
7775.39			1			1.00612			0.140252
1.44925e+06			1			1.00046			0.140844
1521.46			1			1.0017			0.143171
3572.29			1			1.25463			0.316964
40139			1			1.49995			0.499963
16.881			1			1.28158			0.34707
10695.5			1			1.20687			0.298466
147.499			1			1.49034			0.492033
68.8547			1			1.14206			0.233426
2972.09			1			1.05594			0.180452
27015.3			1			1.01492			0.1453
1.82435e+07			1			1.00114			0.0943017
3447.18			1			1.00485			0.124019
187.868			1			1.26549			0.326462
346870			1			1.49857			0.498937
2694.15			1			1.49964			0.499745
4487.58			1			1.49897			0.499303
154.752			1			1.36004			0.400486
92344.5			1			1.49665			0.497359
7.77177			1			1.32261			0.382532
9099.67			1			1.4932			0.495485
43.49			1			1.45138			0.464816
6.82116e+06			1			1.49964			0.499702
70037.8			1			1.27896			0.322625
3851.87			1			1.35707			0.405141
34151			1			1.49914			0.499315
2179.32			1			1.43711			0.457287
8718.17			1			1.4984			0.499011
20296.2			1			1.49995			0.499967
6268.01			1			1.49899			0.499235
6722.88			1			1.48885			0.491627
12167.7			1			1.49982			0.499877
86122.1			1			1.49989			0.499932
4218.19			1			1.49957			0.499706
176200			1			1.49794			0.498466
67.2413			1			1.4448			0.460471
151462			1			1.49922			0.49949
7263.27			1			1.49745			0.498489
15710.1			1			1.48916			0.492721
150894			1			1.49991			0.499943
2.24065e+06			1			1.13758			0.200308
9928.28			1			1.10505			0.203676
2.16173e+06			1			1.00047			0.11214
1.41709e+06			1			1.00004			0.0950896
284570			1			1.00023			0.107815
175.608			1			1.20536			0.287872
1.49379e+06			1			1.473			0.480544
26.2362			1			1.49937			0.499599
1536.83			1			1.28107			0.346519
2857.04			1			1.49602			0.49761
25658.6			1			1.486			0.489181
6858.51			1			1.49958			0.499714
13409.5			1			1.49697			0.497854
22283.4			1			1.4997			0.499784
199.917			1			1.49927			0.499468
214.814			1			1.44181			0.456022
6290.25			1			1.45405			0.465351
20949.9			1			1.49949			0.499615
121.713			1			1.32511			0.37465
9.05284e+06			1			1.45789			0.469631
6584.63			1			1.49998			0.499984
117.735			1			1.35339			0.381413
4302.82			1			1.00408			0.13494
20465.5			1			1.00286			0.130253
339603			1			1.04242			0.143183
49846.3			1			1.49391			0.496416
206663			1			1.30836			0.350882
163.669			1			1.02996			0.162057
37541			1			1.39876			0.428018
29.8441			1			1.44621			0.464869
6.82149			1			1.1055			0.217199
513.145			1			1.1498			0.245778
333699			1			1.4841			0.488833
1303.12			1			1.4902			0.492713
293620			1			1.06704			0.183458
54870			1			1.00445			0.121834
3.49063e+06			1			1.0001			0.10609
4.63278e+06			1			1.00026			0.10894
26738.4			1			1.00043			0.128807
1281.6			1			1.00168			0.129591
197934			1			1.37818			0.414821
1126.38			1			1.49952			0.499687
907.362			1			1.42208			0.451528
501.437			1			1.42371			0.439141
55519.4			1			1.24342			0.318131
1880.45			1			1.49428			0.49539
3065.08			1			1.472			0.478983
3813.27			1			1.49636			0.497384
142.719			1			1.49666			0.497658
1647.75			1			1.49487			0.49649
16095.4			1			1.49922			0.499453
1354.92			1			1.49615			0.497176
20558.1			1			1.49799			0.498663
624.246			1			1.43169			0.446128
53268.8			1			1.03359			0.152868
503.478			1			1.02373			0.162698
185.116			1			1.02001			0.153821
1436.19			1			1.20405			0.30813
5044.49			1			1.49991			0.499935
74.959			1			1.46321			0.473513
1573.54			1			1.49798			0.498746
199626			1			1.49963			0.499751
91.1746			1			1.49861			0.499049
820.934			1			1.36827			0.402467
49.7017			1			1.47066			0.480924
703.463			1			1.46848			0.477906
7178.14			1			1.49974			0.499794
6037.65			1			1.49296			0.495368
203.188			1			1.499			0.499338
389.319			1			1.36303			0.407566
2360.54			1			1.49985			0.499886
159.31			1			1.48712			0.49101
37637.2			1			1.49972			0.499781
25476.2			1			1.21362			0.291082
288.541			1			1.01277			0.160554
1137.98			1			1.04094			0.154092
2.99832e+08			1			1.0011			0.0965865
23210.8			1			1.00934			0.13877
525.383			1			1.05911			0.181148
179.021			1			1.21722			0.302104
5814.05			1			1.49557			0.496901
1074.2			1			1.40379			0.422469
57054.8			1			1.41561			0.438071
21792.2			1			1.49998			0.499987
2.20241e+06			1			1.47639			0.482019
73966.6			1			1.4891			0.490764
3.08835e+06			1			1.01942			0.135583
143.871			1			1.00314			0.142528
37065.8			1			1.28693			0.344654
569765			1			1.49992			0.499941
145078			1			1.49957			0.499684
8673.16			1			1.49957			0.499667
368.861			1			1.49024			0.493765
9198.58			1			1.49961			0.499719
9127.44			1			1.49003			0.49217
3131.68			1			1.49936			0.499544
1585.9			1			1.49905			0.499247
378.227			1			1.49907			0.499409
279.783			1			1.4998			0.499862
160.497			1			1.40823			0.43566
1166.51			1			1.49913			0.499335
17035.5			1			1.45118			0.463178
541565			1			1.49982			0.499881
1559.35			1			1.37332			0.410548
1079.52			1			1.00154			0.14516
1.84982e+06			1			1.0178			0.160233
3645.07			1			1.01335			0.125671
304331			1			1.47938			0.485666
209.53			1			1.49856			0.498912
1244.15			1			1.12595			0.223259
1.64377e+06			1			1.00178			0.110623
34118.6			1			1.3336			0.368954
146723			1			1.5			0.499999
1547.51			1			1.49984			0.499858
22.6575			1			1.38974			0.421763
5693.78			1			1.49983			0.499887
216.558			1			1.30365			0.35995
869.188			1			1.29882			0.36654
1696.01			1			1.49639			0.497577
37.36			1			1.48085			0.48611
3104.08			1			1.48569			0.489778
242.525			1			1.49262			0.49493
1.15991e+07			1			1.49995			0.499968
54.3315			1			1.35224			0.399668
6.20112e+06			1			1.46406			0.47388
42.5617			1			1.49922			0.499471
374394			1			1.49994			0.49996
109123			1			1.30103			0.333772
337.633			1			1.00062			0.141577
16965.5			1			1.00887			0.131967
394.624			1			1.02793			0.154557
89281			1			1.00484			0.129348
284884			1			1.00747			0.119283
661578			1			1.00237			0.140342
1.21125e+08			1			1.00938			0.109051
24.197			1			1.00793			0.165477
855.576			1			1.01217			0.143968
6213.95			1			1.46127			0.472557
712.728			1			1.49689			0.497871
3019.08			1			1.49872			0.499179
2182.34			1			1.49124			0.493466
808.091			1			1.49921			0.499439
101810			1			1.49553			0.496666
171868			1			1.49849			0.498914
90305.6			1			1.49307			0.49456
3.17829e+06			1			1.17895			0.264496
986.913			1			1.00557			0.139969
2.57117e+06			1			1.00085			0.104312
15983.4			1			1.00342			0.152387
741491			1			1.00033			0.126481
448784			1			1.00043			0.126644
25.5216			1			1.0648			0.195033
1820.07			1			1.37734			0.420524
133.417			1			1.24438			0.327073
37554.6			1			1.09423			0.197678
1.29226e+06			1			1.00026			0.105341
14015.4			1			1.00046			0.137681
9301.31			1			1.00124			0.136457
7.78539e+06			1			1.00034			0.0927123
4.80817e+06			1			1.00002			0.0948796
169650			1			1.00019			0.121786
566150			1			1.00026			0.130844
1347.19			1			1.0459			0.17164
20643.5			1			1.03925			0.153771
64245.5			1			1.00007			0.11083
8159.57			1			1.02338			0.150156
499.765			1			1.00641			0.133325
25177.2			1			1.31093			0.363202
7559.34			1			1.49993			0.499955
519.703			1			1.18113			0.266265
16895.6			1			1.38734			0.427136
84.329			1			1.49987			0.499921
1221.02			1			1.31527			0.379824
12896			1			1.49955			0.499708
352679			1			1.39334			0.426611
637.576			1			1.49738			0.498181
767.878			1			1.26374			0.339347
437.727			1			1.49864			0.49906
536.346			1			1.1411			0.242467
21483.3			1			1.4993			0.499593
38631.3			1			1.49976			0.49982
754.221			1			1.49984			0.499913
5061.82			1			1.49907			0.499389
119842			1			1.48866			0.490871
105.763			1			1.49237			0.494854
554444			1			1.49599			0.497276
323.891			1			1.38968			0.41796
43521.8			1			1.14663			0.235681
3343.41			1			1.49985			0.499902
4277.89			1			1.49933			0.499544
43.5227			1			1.45745			0.471354
105355			1			1.49998			0.499987
6135.53			1			1.49842			0.498808
6.30617e+07			1			1.25136			0.307537
109422			1			1.00034			0.13234
2.35103e+06			1			1.00081			0.10198
1587.44			1			1.00917			0.165269
668020			1			1.4729			0.480698
939.219			1			1.49701			0.497954
3091.77			1			1.48995			0.493062
42048.9			1			1.15866			0.234165
70.0079			1			1.05189			0.194979
140206			1			1.49893			0.499304
8823.27			1			1.27227			0.323241
592.874			1			1.13917			0.234881
237344			1			1.4953			0.496492
3.56955			1			1.40839			0.439948
12.1798			1			1.26768			0.348352
120793			1			1.49992			0.499946
50.9542			1			1.38128			0.411621
16342.3			1			1.41333			0.437702
2862.57			1			1.48535			0.489322
1607.9			1			1.09222			0.191305
55.1659			1			1.01085			0.156953
2493.47			1			1.00826			0.147619
1543.61			1			1.00599			0.141004
107095			1			1.00332			0.119789
1.75897e+06			1			1.00079			0.0943575
2108.35			1			1.00072			0.134033
1017.36			1			1.00952			0.140428
41065.3			1			1.0249			0.133457
13627.1			1			1.00216			0.113014
2.63637e+06			1			1.00011			0.106428
158584			1			1.00025			0.10283
2.07103e+06			1			1.00104			0.110352
2.68585e+09			1			1.00001			0.10971
73144			1			1.00156			0.099736
94157.3			1			1.00442			0.126099
427726			1			1.02853			0.138879
277.689			1			1.03357			0.179893
105436			1			1.0084			0.134202
526991			1			1.00068			0.116124
709960			1			1.01655			0.135446
10888.8			1			1.00297			0.138145
22556.8			1			1.00685			0.130951
3.89465e+06			1			1.00182			0.134992
65980.1			1			1.00009			0.106531
4495.24			1			1.00173			0.128501
16926.7			1			1.00457			0.134558
33925			1			1.00295			0.130134
1.43842e+06			1			1.23457			0.295341
618442			1			1.49999			0.499991
54.8604			1			1.47206			0.480231
58.1677			1			1.36961			0.413532
24892.9			1			1.49961			0.499765
2.43264e+06			1			1.28771			0.337865
5.52172e+06			1			1.00016			0.0966572
6.17932e+07			1			1.00025			0.0950579
11655.5			1			1.00033			0.137099
2112.63			1			1.02865			0.154687
4097.05			1			1.12772			0.227778
1583.15			1			1.07981			0.202042
2939.55			1			1.04511			0.167409
154403			1			1.0058			0.115268
514.732			1			1.09462			0.198668
641560			1			1.32361			0.378678
1207.04			1			1.4809			0.483635
8.19073e+06			1			1.49177			0.494371
5.60456			1			1.49609			0.497172
68.3154			1			1.47692			0.484551
169249			1			1.49722			0.498127
2012.95			1			1.47708			0.483559
13077.1			1			1.23517			0.314329
30860.5			1			1.49977			0.499829
405.132			1			1.27435			0.326193
108.569			1			1.02505			0.16358
96.4093			1			1.19281			0.284882
204874			1			1.49778			0.498643
9575.94			1			1.49453			0.496484
9359.53			1			1.49945			0.499598
22923.2			1			1.38786			0.421762
526.758			1			1.4995			0.499577
2060.85			1			1.44078			0.465327
1910.05			1			1.49995			0.499964
65724.1			1			1.49241			0.495643
9521.57			1			1.5			0.499998
5649.1			1			1.49806			0.498699
6455.12			1			1.44836			0.463089
2061.75			1			1.47767			0.482615
